insert into ordenes values('CA-2016-152156', '42682', '42685', 'Second Class', 'CG-12520', '42420', 'South'),
('CA-2014-113383', '41892', '41895', 'First Class', 'SF-20065', '7011', 'East'),
('CA-2017-152499', '42757', '42760', 'Second Class', 'EH-13765', '60623', 'Central'),
('CA-2017-152499', '42757', '42760', 'Second Class', 'EH-13765', '60623', 'Central'),
('CA-2016-151498', '42481', '42484', 'First Class', 'DN-13690', '98115', 'West'),
('CA-2016-137939', '42571', '42574', 'Second Class', 'PJ-19015', '11561', 'East'),
('US-2016-117793', '42605', '42611', 'Standard Class', 'MA-17560', '53081', 'Central'),
('US-2016-117793', '42605', '42611', 'Standard Class', 'MA-17560', '53081', 'Central'),
('US-2016-117793', '42605', '42611', 'Standard Class', 'MA-17560', '53081', 'Central'),
('US-2016-117793', '42605', '42611', 'Standard Class', 'MA-17560', '53081', 'Central'),
('CA-2016-133872', '42535', '42538', 'First Class', 'VM-21835', '33433', 'South'),
('CA-2016-133872', '42535', '42538', 'First Class', 'VM-21835', '33433', 'South'),
('US-2015-165743', '42328', '42331', 'Second Class', 'MM-18055', '80013', 'West'),
('US-2015-165743', '42328', '42331', 'Second Class', 'MM-18055', '80013', 'West'),
('US-2015-165743', '42328', '42331', 'Second Class', 'MM-18055', '80013', 'West'),
('US-2017-105998', '43042', '43044', 'First Class', 'CR-12580', '92037', 'West'),
('US-2017-105998', '43042', '43044', 'First Class', 'CR-12580', '92037', 'West'),
('US-2014-148194', '41763', '41766', 'First Class', 'BS-11365', '98105', 'West'),
('US-2014-148194', '41763', '41766', 'First Class', 'BS-11365', '98105', 'West'),
('US-2015-151407', '42316', '42320', 'Standard Class', 'RD-19585', '52001', 'Central'),
('CA-2015-110870', '42350', '42353', 'First Class', 'KD-16270', '90032', 'West'),
('CA-2015-110870', '42350', '42353', 'First Class', 'KD-16270', '90032', 'West'),
('CA-2014-143210', '41974', '41976', 'First Class', 'AA-10645', '1852', 'East'),
('CA-2014-143210', '41974', '41976', 'First Class', 'AA-10645', '1852', 'East'),
('CA-2014-143210', '41974', '41976', 'First Class', 'AA-10645', '1852', 'East'),
('CA-2016-139808', '42650', '42654', 'Standard Class', 'MC-18100', '98270', 'West'),
('CA-2015-110863', '42325', '42332', 'Standard Class', 'AA-10645', '73120', 'Central'),
('CA-2015-110863', '42325', '42332', 'Standard Class', 'AA-10645', '73120', 'Central'),
('CA-2015-110863', '42325', '42332', 'Standard Class', 'AA-10645', '73120', 'Central'),
('CA-2014-127859', '41715', '41718', 'Second Class', 'QJ-19255', '19134', 'East'),
('US-2015-136427', '42175', '42178', 'First Class', 'JM-16195', '80013', 'West'),
('CA-2017-120168', '42880', '42880', 'Same Day', 'TB-21625', '10009', 'East'),
('CA-2017-120168', '42880', '42880', 'Same Day', 'TB-21625', '10009', 'East'),
('CA-2017-120168', '42880', '42880', 'Same Day', 'TB-21625', '10009', 'East'),
('CA-2017-120168', '42880', '42880', 'Same Day', 'TB-21625', '10009', 'East'),
('US-2014-131870', '41891', '41893', 'First Class', 'NF-18595', '43130', 'East'),
('US-2014-131870', '41891', '41893', 'First Class', 'NF-18595', '43130', 'East'),
('CA-2017-114804', '43025', '43027', 'Second Class', 'BF-11020', '95351', 'West'),
('CA-2017-167227', '43041', '43044', 'First Class', 'NP-18670', '63116', 'Central'),
('CA-2017-167227', '43041', '43044', 'First Class', 'NP-18670', '63116', 'Central'),
('CA-2014-129189', '41841', '41845', 'Standard Class', 'HM-14860', '75217', 'Central'),
('CA-2014-129189', '41841', '41845', 'Standard Class', 'HM-14860', '75217', 'Central'),
('CA-2014-129189', '41841', '41845', 'Standard Class', 'HM-14860', '75217', 'Central'),
('CA-2014-129189', '41841', '41845', 'Standard Class', 'HM-14860', '75217', 'Central'),
('CA-2015-132465', '42258', '42262', 'Second Class', 'DM-13525', '10035', 'East'),
('CA-2015-132465', '42258', '42262', 'Second Class', 'DM-13525', '10035', 'East'),
('CA-2015-132465', '42258', '42262', 'Second Class', 'DM-13525', '10035', 'East'),
('CA-2015-132465', '42258', '42262', 'Second Class', 'DM-13525', '10035', 'East'),
('CA-2016-166373', '42664', '42668', 'Standard Class', 'JF-15565', '78207', 'Central'),
('CA-2016-158806', '42376', '42380', 'Standard Class', 'NM-18520', '79109', 'Central'),
('CA-2016-158806', '42376', '42380', 'Standard Class', 'NM-18520', '79109', 'Central'),
('CA-2015-119690', '42180', '42183', 'First Class', 'MV-17485', '77041', 'Central'),
('CA-2015-119690', '42180', '42183', 'First Class', 'MV-17485', '77041', 'Central'),
('CA-2015-119690', '42180', '42183', 'First Class', 'MV-17485', '77041', 'Central'),
('CA-2015-119690', '42180', '42183', 'First Class', 'MV-17485', '77041', 'Central'),
('CA-2015-153738', '42267', '42269', 'First Class', 'AG-10270', '1841', 'East'),
('CA-2017-169012', '42926', '42930', 'Standard Class', 'BF-11275', '31907', 'South'),
('CA-2017-109393', '42916', '42918', 'Second Class', 'JC-15775', '90032', 'West'),
('CA-2017-121489', '42968', '42972', 'Second Class', 'CM-11815', '98115', 'West'),
('CA-2017-121489', '42968', '42972', 'Second Class', 'CM-11815', '98115', 'West'),
('CA-2017-121489', '42968', '42972', 'Second Class', 'CM-11815', '98115', 'West'),
('US-2017-133081', '42805', '42809', 'Standard Class', 'PV-18985', '2138', 'East'),
('US-2017-133081', '42805', '42809', 'Standard Class', 'PV-18985', '2138', 'East'),
('CA-2017-165008', '42993', '42995', 'Second Class', 'DO-13645', '84106', 'West'),
('CA-2016-145611', '42633', '42637', 'Standard Class', 'HA-14905', '10035', 'East'),
('CA-2016-113600', '42719', '42721', 'Second Class', 'SH-20395', '44221', 'East'),
('CA-2017-130834', '43042', '43045', 'Second Class', 'JM-16195', '28403', 'South'),
('CA-2016-168543', '42554', '42558', 'Standard Class', 'DK-13225', '10035', 'East'),
('CA-2014-144974', '41908', '41912', 'Standard Class', 'CM-12715', '19140', 'East'),
('CA-2014-144974', '41908', '41912', 'Standard Class', 'CM-12715', '19140', 'East'),
('CA-2014-144974', '41908', '41912', 'Standard Class', 'CM-12715', '19140', 'East'),
('CA-2014-109904', '41834', '41837', 'Second Class', 'BF-10975', '10009', 'East'),
('CA-2017-152205', '43006', '43013', 'Standard Class', 'SF-20965', '19134', 'East'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-121188', '42244', '42251', 'Standard Class', 'CB-12025', '90049', 'West'),
('CA-2015-156013', '42267', '42273', 'Standard Class', 'TC-20980', '11561', 'East'),
('CA-2015-156013', '42267', '42273', 'Standard Class', 'TC-20980', '11561', 'East'),
('CA-2016-132997', '42681', '42683', 'First Class', 'LW-17215', '14609', 'East'),
('CA-2016-132997', '42681', '42683', 'First Class', 'LW-17215', '14609', 'East'),
('CA-2016-132997', '42681', '42683', 'First Class', 'LW-17215', '14609', 'East'),
('CA-2016-132997', '42681', '42683', 'First Class', 'LW-17215', '14609', 'East'),
('CA-2016-132997', '42681', '42683', 'First Class', 'LW-17215', '14609', 'East'),
('US-2015-160563', '42297', '42301', 'Standard Class', 'NS-18640', '94109', 'West'),
('US-2015-160563', '42297', '42301', 'Standard Class', 'NS-18640', '94109', 'West'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2017-151750', '42736', '42740', 'Standard Class', 'JM-15250', '77340', 'Central'),
('CA-2015-106187', '42178', '42184', 'Standard Class', 'RF-19345', '30344', 'South'),
('CA-2015-106187', '42178', '42184', 'Standard Class', 'RF-19345', '30344', 'South'),
('CA-2015-106187', '42178', '42184', 'Standard Class', 'RF-19345', '30344', 'South'),
('US-2016-164945', '42696', '42701', 'Standard Class', 'CA-12055', '10009', 'East'),
('CA-2015-150714', '42303', '42309', 'Standard Class', 'KH-16690', '97477', 'West'),
('CA-2015-150714', '42303', '42309', 'Standard Class', 'KH-16690', '97477', 'West'),
('CA-2015-150714', '42303', '42309', 'Standard Class', 'KH-16690', '97477', 'West'),
('CA-2015-150714', '42303', '42309', 'Standard Class', 'KH-16690', '97477', 'West'),
('CA-2015-150714', '42303', '42309', 'Standard Class', 'KH-16690', '97477', 'West'),
('CA-2016-105753', '42663', '42669', 'Standard Class', 'LC-16960', '22204', 'South'),
('CA-2017-120894', '42853', '42857', 'Standard Class', 'JL-15130', '28403', 'South'),
('CA-2016-106621', '42642', '42644', 'Second Class', 'DM-12955', '85364', 'West'),
('CA-2015-107020', '42195', '42199', 'Standard Class', 'MV-18190', '92404', 'West'),
('US-2015-117492', '42223', '42225', 'First Class', 'NS-18640', '21215', 'East'),
('CA-2014-101392', '41980', '41986', 'Standard Class', 'AS-10630', '98103', 'West'),
('CA-2015-127502', '42348', '42352', 'Standard Class', 'MT-17815', '94110', 'West'),
('CA-2017-143658', '43047', '43052', 'Second Class', 'SR-20425', '10035', 'East'),
('CA-2017-133046', '42943', '42948', 'Second Class', 'DK-13375', '98115', 'West'),
('CA-2017-133046', '42943', '42948', 'Second Class', 'DK-13375', '98115', 'West'),
('CA-2017-133046', '42943', '42948', 'Second Class', 'DK-13375', '98115', 'West'),
('CA-2017-133046', '42943', '42948', 'Second Class', 'DK-13375', '98115', 'West'),
('CA-2017-122798', '43097', '43101', 'Standard Class', 'SV-20935', '87105', 'West'),
('CA-2017-122798', '43097', '43101', 'Standard Class', 'SV-20935', '87105', 'West'),
('CA-2016-169663', '42439', '42442', 'First Class', 'RH-19510', '90045', 'West'),
('CA-2016-169663', '42439', '42442', 'First Class', 'RH-19510', '90045', 'West'),
('CA-2015-149846', '42146', '42150', 'Standard Class', 'SB-20185', '90045', 'West'),
('CA-2015-149846', '42146', '42150', 'Standard Class', 'SB-20185', '90045', 'West'),
('CA-2015-149846', '42146', '42150', 'Standard Class', 'SB-20185', '90045', 'West'),
('CA-2015-149846', '42146', '42150', 'Standard Class', 'SB-20185', '90045', 'West'),
('CA-2017-159149', '42783', '42785', 'First Class', 'CR-12820', '77041', 'Central'),
('CA-2017-159149', '42783', '42785', 'First Class', 'CR-12820', '77041', 'Central'),
('CA-2017-159149', '42783', '42785', 'First Class', 'CR-12820', '77041', 'Central'),
('US-2017-167570', '43077', '43084', 'Standard Class', 'EG-13900', '19140', 'East'),
('CA-2017-160122', '43057', '43062', 'Standard Class', 'RD-19930', '60623', 'Central'),
('CA-2017-160122', '43057', '43062', 'Standard Class', 'RD-19930', '60623', 'Central'),
('CA-2016-130393', '42705', '42707', 'Second Class', 'JM-15865', '76903', 'Central'),
('CA-2016-130393', '42705', '42707', 'Second Class', 'JM-15865', '76903', 'Central'),
('CA-2016-130393', '42705', '42707', 'Second Class', 'JM-15865', '76903', 'Central'),
('CA-2017-144820', '43011', '43015', 'Second Class', 'LW-16825', '77506', 'Central'),
('CA-2017-101014', '42976', '42982', 'Standard Class', 'RW-19540', '90049', 'West'),
('CA-2017-105543', '43063', '43063', 'Same Day', 'BG-11695', '67846', 'Central'),
('US-2017-113201', '42916', '42921', 'Standard Class', 'TT-21220', '90045', 'West'),
('US-2017-106551', '42938', '42943', 'Standard Class', 'EB-13930', '60653', 'Central'),
('CA-2016-116722', '42685', '42690', 'Standard Class', 'LP-17080', '94110', 'West'),
('CA-2016-116722', '42685', '42690', 'Standard Class', 'LP-17080', '94110', 'West'),
('CA-2016-116722', '42685', '42690', 'Standard Class', 'LP-17080', '94110', 'West'),
('CA-2014-138128', '41982', '41988', 'Standard Class', 'FP-14320', '19134', 'East'),
('CA-2014-138128', '41982', '41988', 'Standard Class', 'FP-14320', '19134', 'East'),
('US-2017-150070', '42985', '42990', 'Standard Class', 'JA-15970', '95351', 'West'),
('CA-2015-137064', '42041', '42048', 'Standard Class', 'TS-21655', '77070', 'Central'),
('CA-2015-137064', '42041', '42048', 'Standard Class', 'TS-21655', '77070', 'Central'),
('CA-2015-137064', '42041', '42048', 'Standard Class', 'TS-21655', '77070', 'Central'),
('CA-2017-157350', '42973', '42979', 'Standard Class', 'DP-13000', '60610', 'Central'),
('CA-2014-127866', '41840', '41843', 'First Class', 'JD-15895', '92503', 'West'),
('CA-2014-127866', '41840', '41843', 'First Class', 'JD-15895', '92503', 'West'),
('CA-2014-127866', '41840', '41843', 'First Class', 'JD-15895', '92503', 'West'),
('CA-2014-127866', '41840', '41843', 'First Class', 'JD-15895', '92503', 'West'),
('CA-2015-131352', '42285', '42290', 'Standard Class', 'GH-14485', '75081', 'Central'),
('CA-2015-121776', '42051', '42056', 'Standard Class', 'RD-19585', '90008', 'West'),
('CA-2015-121776', '42051', '42056', 'Standard Class', 'RD-19585', '90008', 'West'),
('CA-2016-118073', '42594', '42598', 'Standard Class', 'CS-12490', '33801', 'South'),
('CA-2014-103219', '41952', '41956', 'Standard Class', 'BF-11215', '10035', 'East'),
('CA-2016-102561', '42569', '42573', 'Standard Class', 'NK-18490', '19140', 'East'),
('CA-2016-102561', '42569', '42573', 'Standard Class', 'NK-18490', '19140', 'East'),
('CA-2016-102561', '42569', '42573', 'Standard Class', 'NK-18490', '19140', 'East'),
('CA-2016-100993', '42405', '42410', 'Standard Class', 'AZ-10750', '92037', 'West'),
('CA-2016-100993', '42405', '42410', 'Standard Class', 'AZ-10750', '92037', 'West'),
('CA-2016-100993', '42405', '42410', 'Standard Class', 'AZ-10750', '92037', 'West'),
('CA-2016-100993', '42405', '42410', 'Standard Class', 'AZ-10750', '92037', 'West'),
('US-2014-112949', '41810', '41817', 'Standard Class', 'Co-12640', '73505', 'Central'),
('US-2014-112949', '41810', '41817', 'Standard Class', 'Co-12640', '73505', 'Central'),
('US-2017-146822', '42895', '42900', 'Standard Class', 'AG-10675', '24153', 'South'),
('US-2016-131058', '42731', '42735', 'Standard Class', 'EM-14140', '92704', 'West'),
('CA-2014-167997', '41665', '41668', 'First Class', 'CA-11965', '57701', 'Central'),
('CA-2014-167997', '41665', '41668', 'First Class', 'CA-11965', '57701', 'Central'),
('CA-2017-140151', '42817', '42819', 'First Class', 'RB-19360', '98115', 'West'),
('CA-2017-140151', '42817', '42819', 'First Class', 'RB-19360', '98115', 'West'),
('CA-2017-140151', '42817', '42819', 'First Class', 'RB-19360', '98115', 'West'),
('US-2017-143770', '42814', '42818', 'Standard Class', 'RD-19720', '6457', 'East'),
('US-2017-143770', '42814', '42818', 'Standard Class', 'RD-19720', '6457', 'East'),
('CA-2016-131296', '42647', '42652', 'Standard Class', 'MS-17830', '21215', 'East'),
('CA-2016-103464', '42692', '42696', 'Standard Class', 'PG-18820', '92105', 'West'),
('CA-2017-136238', '43095', '43101', 'Standard Class', 'KB-16240', '79762', 'Central'),
('CA-2016-120803', '42438', '42442', 'Standard Class', 'RB-19465', '6460', 'East'),
('CA-2016-134138', '42416', '42420', 'Standard Class', 'JD-15790', '7109', 'East'),
('CA-2015-120915', '42275', '42280', 'Second Class', 'JJ-15445', '10035', 'East'),
('CA-2015-120915', '42275', '42280', 'Second Class', 'JJ-15445', '10035', 'East'),
('CA-2015-168207', '42310', '42314', 'Standard Class', 'LT-17110', '92105', 'West'),
('CA-2015-168207', '42310', '42314', 'Standard Class', 'LT-17110', '92105', 'West'),
('CA-2015-168207', '42310', '42314', 'Standard Class', 'LT-17110', '92105', 'West'),
('CA-2015-168207', '42310', '42314', 'Standard Class', 'LT-17110', '92105', 'West'),
('CA-2016-144148', '42582', '42587', 'Standard Class', 'AH-10690', '94122', 'West'),
('CA-2017-107174', '43045', '43052', 'Standard Class', 'AB-10060', '98105', 'West'),
('CA-2017-107174', '43045', '43052', 'Standard Class', 'AB-10060', '98105', 'West'),
('CA-2017-107174', '43045', '43052', 'Standard Class', 'AB-10060', '98105', 'West'),
('CA-2016-146150', '42414', '42419', 'Standard Class', 'FM-14380', '39212', 'South'),
('CA-2014-114125', '41829', '41833', 'Standard Class', 'GH-14410', '90049', 'West'),
('CA-2014-114125', '41829', '41833', 'Standard Class', 'GH-14410', '90049', 'West'),
('CA-2014-114125', '41829', '41833', 'Standard Class', 'GH-14410', '90049', 'West'),
('CA-2016-114944', '42399', '42404', 'Standard Class', 'HE-14800', '60623', 'Central'),
('CA-2016-135965', '42635', '42638', 'First Class', 'SZ-20035', '10035', 'East'),
('CA-2017-149699', '43091', '43093', 'First Class', 'CM-12115', '90008', 'West'),
('CA-2016-166429', '42615', '42621', 'Standard Class', 'TG-21310', '98198', 'West'),
('CA-2015-112767', '42218', '42222', 'Standard Class', 'DK-12985', '97477', 'West'),
('CA-2015-119879', '42329', '42333', 'Standard Class', 'SS-20410', '19120', 'East'),
('CA-2015-119879', '42329', '42333', 'Standard Class', 'SS-20410', '19120', 'East'),
('CA-2017-155642', '42873', '42877', 'Standard Class', 'BM-11575', '60653', 'Central'),
('CA-2017-155642', '42873', '42877', 'Standard Class', 'BM-11575', '60653', 'Central'),
('US-2017-101721', '42939', '42943', 'Standard Class', 'MY-17380', '60623', 'Central'),
('CA-2015-136728', '42260', '42264', 'Second Class', 'AG-10900', '60623', 'Central'),
('CA-2015-136728', '42260', '42264', 'Second Class', 'AG-10900', '60623', 'Central'),
('CA-2016-127194', '42714', '42720', 'Standard Class', 'BW-11110', '10024', 'East'),
('CA-2015-140375', '42279', '42282', 'Second Class', 'SG-20470', '20852', 'East'),
('CA-2015-140375', '42279', '42282', 'Second Class', 'SG-20470', '20852', 'East'),
('US-2017-155866', '43056', '43060', 'Standard Class', 'CC-12370', '10011', 'East'),
('US-2017-155866', '43056', '43060', 'Standard Class', 'CC-12370', '10011', 'East'),
('CA-2015-141327', '42338', '42341', 'First Class', 'LR-16915', '27707', 'South'),
('CA-2015-141327', '42338', '42341', 'First Class', 'LR-16915', '27707', 'South'),
('CA-2015-141327', '42338', '42341', 'First Class', 'LR-16915', '27707', 'South'),
('CA-2015-136700', '42344', '42349', 'Second Class', 'DB-13120', '93101', 'West'),
('CA-2017-102736', '42983', '42987', 'Standard Class', 'LP-17095', '37918', 'South'),
('CA-2017-102736', '42983', '42987', 'Standard Class', 'LP-17095', '37918', 'South'),
('CA-2017-102736', '42983', '42987', 'Standard Class', 'LP-17095', '37918', 'South'),
('CA-2017-125269', '42849', '42855', 'Standard Class', 'AF-10870', '60610', 'Central'),
('CA-2017-125269', '42849', '42855', 'Standard Class', 'AF-10870', '60610', 'Central'),
('CA-2015-114811', '42316', '42316', 'Same Day', 'KD-16495', '10024', 'East'),
('CA-2015-114811', '42316', '42316', 'Same Day', 'KD-16495', '10024', 'East'),
('CA-2015-114811', '42316', '42316', 'Same Day', 'KD-16495', '10024', 'East'),
('CA-2015-114811', '42316', '42316', 'Same Day', 'KD-16495', '10024', 'East'),
('CA-2015-114811', '42316', '42316', 'Same Day', 'KD-16495', '10024', 'East'),
('CA-2015-122266', '42120', '42124', 'Standard Class', 'SA-20830', '32114', 'South'),
('CA-2015-122266', '42120', '42124', 'Standard Class', 'SA-20830', '32114', 'South'),
('CA-2015-141565', '42267', '42271', 'Standard Class', 'BG-11035', '37211', 'South'),
('CA-2015-141565', '42267', '42271', 'Standard Class', 'BG-11035', '37211', 'South'),
('CA-2017-128769', '42985', '42990', 'Standard Class', 'DM-12955', '37211', 'South'),
('CA-2016-116337', '42681', '42686', 'Standard Class', 'MC-17845', '75220', 'Central'),
('CA-2016-116337', '42681', '42686', 'Standard Class', 'MC-17845', '75220', 'Central'),
('CA-2015-120845', '42272', '42279', 'Standard Class', 'ML-17395', '37130', 'South'),
('CA-2015-120845', '42272', '42279', 'Standard Class', 'ML-17395', '37130', 'South'),
('CA-2015-120845', '42272', '42279', 'Standard Class', 'ML-17395', '37130', 'South'),
('CA-2015-120845', '42272', '42279', 'Standard Class', 'ML-17395', '37130', 'South'),
('CA-2014-120775', '41915', '41919', 'Standard Class', 'RD-19930', '75217', 'Central'),
('CA-2014-120775', '41915', '41919', 'Standard Class', 'RD-19930', '75217', 'Central'),
('CA-2014-120775', '41915', '41919', 'Standard Class', 'RD-19930', '75217', 'Central'),
('CA-2014-120775', '41915', '41919', 'Standard Class', 'RD-19930', '75217', 'Central'),
('CA-2014-120775', '41915', '41919', 'Standard Class', 'RD-19930', '75217', 'Central'),
('CA-2014-152905', '41688', '41694', 'Standard Class', 'AB-10015', '76017', 'Central'),
('CA-2016-104633', '42533', '42537', 'Standard Class', 'EA-14035', '91104', 'West'),
('CA-2016-104633', '42533', '42537', 'Standard Class', 'EA-14035', '91104', 'West'),
('CA-2017-104136', '43040', '43043', 'Second Class', 'SF-20065', '2149', 'East'),
('CA-2017-104136', '43040', '43043', 'Second Class', 'SF-20065', '2149', 'East'),
('CA-2016-123050', '42464', '42468', 'Second Class', 'BC-11125', '12180', 'East'),
('CA-2016-123050', '42464', '42468', 'Second Class', 'BC-11125', '12180', 'East'),
('CA-2016-123050', '42464', '42468', 'Second Class', 'BC-11125', '12180', 'East'),
('CA-2016-162355', '42551', '42553', 'Second Class', 'PF-19165', '30328', 'South'),
('CA-2016-162355', '42551', '42553', 'Second Class', 'PF-19165', '30328', 'South'),
('CA-2014-158225', '41904', '41910', 'Standard Class', 'SE-20110', '95123', 'West'),
('CA-2014-158225', '41904', '41910', 'Standard Class', 'SE-20110', '95123', 'West'),
('CA-2017-102204', '42856', '42861', 'Standard Class', 'CJ-12010', '32216', 'South'),
('CA-2017-102204', '42856', '42861', 'Standard Class', 'CJ-12010', '32216', 'South'),
('CA-2017-102204', '42856', '42861', 'Standard Class', 'CJ-12010', '32216', 'South'),
('CA-2017-103065', '43028', '43028', 'Same Day', 'PT-19090', '32216', 'South'),
('CA-2017-103065', '43028', '43028', 'Same Day', 'PT-19090', '32216', 'South'),
('CA-2017-103065', '43028', '43028', 'Same Day', 'PT-19090', '32216', 'South'),
('CA-2017-103065', '43028', '43028', 'Same Day', 'PT-19090', '32216', 'South'),
('CA-2014-109855', '41883', '41887', 'Standard Class', 'LH-16900', '10009', 'East'),
('CA-2014-109855', '41883', '41887', 'Standard Class', 'LH-16900', '10009', 'East'),
('CA-2014-109897', '41863', '41867', 'Standard Class', 'BW-11200', '94122', 'West'),
('CA-2014-109897', '41863', '41867', 'Standard Class', 'BW-11200', '94122', 'West'),
('US-2014-143581', '41870', '41874', 'Standard Class', 'BS-11365', '31907', 'South'),
('CA-2015-129217', '42134', '42134', 'Same Day', 'DP-13390', '60505', 'Central'),
('CA-2015-129217', '42134', '42134', 'Same Day', 'DP-13390', '60505', 'Central'),
('CA-2016-133816', '42500', '42503', 'Second Class', 'CS-12400', '19134', 'East'),
('CA-2015-140221', '42068', '42072', 'Second Class', 'MS-17365', '60653', 'Central'),
('CA-2015-140221', '42068', '42072', 'Second Class', 'MS-17365', '60653', 'Central'),
('CA-2015-140221', '42068', '42072', 'Second Class', 'MS-17365', '60653', 'Central'),
('CA-2015-140221', '42068', '42072', 'Second Class', 'MS-17365', '60653', 'Central'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2017-152310', '42959', '42966', 'Standard Class', 'DK-12895', '98103', 'West'),
('CA-2016-118101', '42547', '42547', 'Same Day', 'SN-20560', '48066', 'Central'),
('CA-2016-118101', '42547', '42547', 'Same Day', 'SN-20560', '48066', 'Central'),
('CA-2016-118101', '42547', '42547', 'Same Day', 'SN-20560', '48066', 'Central'),
('CA-2016-100307', '42719', '42723', 'Standard Class', 'TC-21475', '72701', 'South'),
('CA-2015-138457', '42260', '42264', 'Standard Class', 'AM-10705', '28540', 'South'),
('CA-2014-131800', '42003', '42008', 'Standard Class', 'AJ-10960', '10035', 'East'),
('CA-2014-131800', '42003', '42008', 'Standard Class', 'AJ-10960', '10035', 'East'),
('CA-2014-118304', '41758', '41763', 'Standard Class', 'KH-16360', '19901', 'East'),
('CA-2017-121790', '42765', '42772', 'Standard Class', 'LP-17095', '60505', 'Central'),
('CA-2017-121790', '42765', '42772', 'Standard Class', 'LP-17095', '60505', 'Central'),
('CA-2017-121790', '42765', '42772', 'Standard Class', 'LP-17095', '60505', 'Central'),
('CA-2017-121790', '42765', '42772', 'Standard Class', 'LP-17095', '60505', 'Central'),
('CA-2016-169670', '42729', '42735', 'Standard Class', 'JE-15715', '10009', 'East'),
('CA-2016-139549', '42663', '42668', 'Standard Class', 'MY-18295', '92020', 'West'),
('CA-2015-104059', '42168', '42170', 'Second Class', 'FC-14245', '45503', 'East'),
('CA-2017-164112', '42916', '42920', 'Standard Class', 'ND-18460', '10550', 'East'),
('CA-2015-143882', '42181', '42185', 'Standard Class', 'DB-13360', '44107', 'East'),
('US-2016-139262', '42421', '42425', 'Standard Class', 'LC-16960', '33614', 'South'),
('US-2016-139262', '42421', '42425', 'Standard Class', 'LC-16960', '33614', 'South'),
('US-2016-139262', '42421', '42425', 'Standard Class', 'LC-16960', '33614', 'South'),
('CA-2017-146192', '42847', '42851', 'Standard Class', 'BD-11725', '31907', 'South'),
('CA-2017-134810', '42864', '42865', 'First Class', 'MC-17605', '28540', 'South'),
('CA-2017-134810', '42864', '42865', 'First Class', 'MC-17605', '28540', 'South'),
('CA-2015-154284', '42359', '42364', 'Second Class', 'SZ-20035', '60174', 'Central'),
('CA-2015-154284', '42359', '42364', 'Second Class', 'SZ-20035', '60174', 'Central'),
('CA-2015-154284', '42359', '42364', 'Second Class', 'SZ-20035', '60174', 'Central'),
('CA-2015-154284', '42359', '42364', 'Second Class', 'SZ-20035', '60174', 'Central'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2014-156244', '41863', '41867', 'Standard Class', 'DH-13675', '33180', 'South'),
('CA-2015-106362', '42349', '42353', 'Standard Class', 'LC-16885', '45373', 'East'),
('US-2017-168802', '43042', '43046', 'Standard Class', 'JO-15145', '98103', 'West'),
('US-2017-146906', '42807', '42811', 'Standard Class', 'MT-17815', '10011', 'East'),
('CA-2016-166380', '42520', '42524', 'Standard Class', 'EB-13750', '22204', 'South'),
('CA-2016-166380', '42520', '42524', 'Standard Class', 'EB-13750', '22204', 'South'),
('US-2015-158911', '42190', '42196', 'Standard Class', 'RS-19765', '28205', 'South'),
('US-2015-158911', '42190', '42196', 'Standard Class', 'RS-19765', '28205', 'South'),
('US-2014-103338', '41709', '41713', 'Standard Class', 'RB-19435', '95661', 'West'),
('CA-2015-109169', '42114', '42118', 'Standard Class', 'OT-18730', '48234', 'Central'),
